x,y
-773.0992857003342,391.1804472353202
-771.2155701144549,393.0604457387847
-769.3392886934051,394.910795542793
-767.4778462627625,396.70231552559034
-765.6385890853886,398.4067523468459
-763.8287758690858,399.9972260197073
-762.0555491197939,401.4486538242505
-760.3259069533821,402.738145876957
-758.6466754772828,403.8453661178504
-757.0244818509643,404.7528530223105
-755.46572813156,405.44629497974745
-753.9765660078735,405.9147559962505
-752.5628725224735,406.15084816174425
-751.2302268776918,406.15084816174425
-749.9838884170606,405.9147559962505
-748.8287758690858,405.44629497974745
-747.7694479352738,404.7528530223105
-746.8100852990183,403.8453661178504
-745.9544741263536,402.738145876957
-745.2059911236867,401.4486538242505
-744.5675902114797,399.9972260197073
-744.0417908664753,398.4067523468459
-743.6306681784736,396.70231552559034
-743.3358446608999,394.910795542793
-743.1584838474861,393.0604457387847
-743.0992857003342,391.1804472353202
-743.1584838474861,389.3004487318556
-743.3358446608999,387.45009892784736
-743.6306681784736,385.65857894505
-744.0417908664753,383.95414212379444
-744.5675902114797,382.36366845093306
-745.2059911236867,380.9122406463898
-745.9544741263536,379.62274859368335
-746.8100852990183,378.51552835278994
-747.7694479352738,377.60804144832986
-748.8287758690858,376.9145994908929
-749.9838884170606,376.44613847438984
-751.2302268776918,376.2100463088961
-752.5628725224735,376.2100463088961
-753.9765660078735,376.44613847438984
-755.46572813156,376.9145994908929
-757.0244818509643,377.60804144832986
-758.6466754772828,378.51552835278994
-760.3259069533821,379.62274859368335
-762.0555491197939,380.9122406463898
-763.8287758690858,382.36366845093306
-765.6385890853886,383.95414212379444
-767.4778462627625,385.65857894505
-769.3392886934051,387.45009892784736
-771.2155701144549,389.3004487318556
-773.0992857003342,391.1804472353202
-774.9830012862136,393.0604457387847
-776.8592827072633,394.910795542793
-778.720725137906,396.70231552559034
-780.5599823152799,398.4067523468459
-782.3697955315827,399.9972260197073
-784.1430222808746,401.4486538242505
-785.8726644472864,402.738145876957
-787.5518959233857,403.8453661178504
-789.1740895497041,404.7528530223105
-790.7328432691085,405.44629497974745
-792.2220053927949,405.9147559962505
-793.635698878195,406.15084816174425
-794.9683445229766,406.15084816174425
-796.2146829836079,405.9147559962505
-797.3697955315827,405.44629497974745
-798.4291234653947,404.75285302231043
-799.3884861016502,403.8453661178504
-800.2440972743149,402.738145876957
-800.9925802769818,401.4486538242505
-801.6309811891888,399.9972260197073
-802.1567805341932,398.4067523468459
-802.5679032221949,396.70231552559034
-802.8627267397686,394.910795542793
-803.0400875531824,393.0604457387847
-803.0992857003342,391.1804472353202
-803.0400875531824,389.3004487318556
-802.8627267397686,387.45009892784736
-802.5679032221949,385.65857894505
-802.1567805341932,383.95414212379444
-801.6309811891888,382.36366845093306
-800.9925802769818,380.9122406463899
-800.2440972743149,379.62274859368335
-799.3884861016502,378.51552835278994
-798.4291234653947,377.60804144832986
-797.3697955315827,376.9145994908929
-796.2146829836079,376.44613847438984
-794.9683445229766,376.2100463088961
-793.635698878195,376.2100463088961
-792.2220053927949,376.44613847438984
-790.7328432691085,376.91459949089284
-789.1740895497041,377.60804144832986
-787.5518959233857,378.51552835278994
-785.8726644472864,379.62274859368335
-784.1430222808746,380.9122406463898
-782.3697955315827,382.36366845093306
-780.5599823152799,383.95414212379444
-778.720725137906,385.65857894505
-776.8592827072633,387.45009892784736
-774.9830012862136,389.3004487318556
