x,y
-773.0801507649601,393.15908923167007
-771.1964351790807,395.0390877351346
-769.320153758031,396.8894375391429
-767.4587113273883,398.68095752194023
-765.6194541500145,400.3853943431958
-763.8096409337116,401.9758680160572
-762.0364141844198,403.4272958206004
-760.3067720180079,404.7167878733069
-758.6275405419086,405.8240081142003
-757.0053469155902,406.7314950186604
-755.4465931961859,407.42493697609734
-753.9574310724994,407.8933979926004
-752.5437375870994,408.12949015809414
-751.2110919423177,408.12949015809414
-749.9647534816864,407.8933979926004
-748.8096409337116,407.42493697609734
-747.7503129998996,406.7314950186604
-746.7909503636441,405.8240081142003
-745.9353391909794,404.7167878733069
-745.1868561883125,403.4272958206004
-744.5484552761055,401.9758680160572
-744.0226559311011,400.3853943431958
-743.6115332430994,398.68095752194023
-743.3167097255257,396.8894375391429
-743.1393489121119,395.0390877351346
-743.0801507649601,393.15908923167007
-743.1393489121119,391.2790907282055
-743.3167097255257,389.42874092419726
-743.6115332430994,387.6372209413999
-744.0226559311011,385.93278412014433
-744.5484552761054,384.34231044728296
-745.1868561883125,382.8908826427397
-745.9353391909794,381.60139059003325
-746.7909503636441,380.49417034913984
-747.7503129998996,379.58668344467975
-748.8096409337116,378.8932414872428
-749.9647534816864,378.42478047073973
-751.2110919423177,378.188688305246
-752.5437375870994,378.188688305246
-753.9574310724994,378.42478047073973
-755.4465931961859,378.8932414872428
-757.0053469155902,379.58668344467975
-758.6275405419086,380.49417034913984
-760.3067720180079,381.60139059003325
-762.0364141844198,382.8908826427397
-763.8096409337116,384.34231044728296
-765.6194541500145,385.93278412014433
-767.4587113273883,387.6372209413999
-769.320153758031,389.42874092419726
-771.1964351790807,391.2790907282055
-773.0801507649601,393.15908923167007
-774.9638663508395,395.0390877351346
-776.8401477718892,396.8894375391429
-778.7015902025319,398.68095752194023
-780.5408473799057,400.3853943431958
-782.3506605962085,401.9758680160572
-784.1238873455004,403.4272958206004
-785.8535295119123,404.7167878733069
-787.5327609880115,405.8240081142003
-789.15495461433,406.7314950186604
-790.7137083337343,407.42493697609734
-792.2028704574208,407.8933979926004
-793.6165639428207,408.12949015809414
-794.9492095876025,408.12949015809414
-796.1955480482337,407.8933979926004
-797.3506605962085,407.42493697609734
-798.4099885300205,406.7314950186603
-799.369351166276,405.8240081142003
-800.2249623389407,404.7167878733069
-800.9734453416077,403.4272958206004
-801.6118462538146,401.9758680160572
-802.1376455988191,400.3853943431958
-802.5487682868207,398.68095752194023
-802.8435918043945,396.8894375391429
-803.0209526178082,395.0390877351346
-803.0801507649601,393.15908923167007
-803.0209526178082,391.2790907282055
-802.8435918043945,389.42874092419726
-802.5487682868207,387.6372209413999
-802.1376455988191,385.93278412014433
-801.6118462538147,384.34231044728296
-800.9734453416077,382.89088264273977
-800.2249623389407,381.60139059003325
-799.369351166276,380.49417034913984
-798.4099885300205,379.58668344467975
-797.3506605962085,378.8932414872428
-796.1955480482337,378.42478047073973
-794.9492095876025,378.188688305246
-793.6165639428208,378.188688305246
-792.2028704574208,378.42478047073973
-790.7137083337343,378.89324148724273
-789.15495461433,379.58668344467975
-787.5327609880115,380.49417034913984
-785.8535295119123,381.60139059003325
-784.1238873455004,382.8908826427397
-782.3506605962085,384.34231044728296
-780.5408473799057,385.93278412014433
-778.7015902025319,387.6372209413999
-776.8401477718892,389.42874092419726
-774.9638663508395,391.2790907282055
-773.0801507649601,393.15908923167007
