x,y
-775.0584150484324,389.20131543128133
-773.174699462553,391.0813139347459
-771.2984180415033,392.93166373875414
-769.4369756108606,394.7231837215515
-767.5977184334868,396.42762054280706
-765.787905217184,398.01809421566844
-764.014678467892,399.4695220202117
-762.2850363014802,400.75901407291815
-760.6058048253809,401.86623431381156
-758.9836111990625,402.77372121827165
-757.4248574796582,403.4671631757086
-755.9356953559717,403.93562419221166
-754.5220018705717,404.1717163577054
-753.18935622579,404.1717163577054
-751.9430177651587,403.93562419221166
-750.787905217184,403.4671631757086
-749.7285772833719,402.77372121827165
-748.7692146471164,401.86623431381156
-747.9136034744517,400.75901407291815
-747.1651204717848,399.4695220202117
-746.5267195595778,398.01809421566844
-746.0009202145734,396.42762054280706
-745.5897975265717,394.7231837215515
-745.294974008998,392.93166373875414
-745.1176131955842,391.0813139347459
-745.0584150484324,389.20131543128133
-745.1176131955842,387.3213169278168
-745.294974008998,385.4709671238085
-745.5897975265717,383.67944714101117
-746.0009202145734,381.9750103197556
-746.5267195595777,380.3845366468942
-747.1651204717848,378.933108842351
-747.9136034744517,377.6436167896445
-748.7692146471164,376.5363965487511
-749.7285772833719,375.628909644291
-750.787905217184,374.93546768685405
-751.9430177651587,374.467006670351
-753.18935622579,374.23091450485725
-754.5220018705717,374.23091450485725
-755.9356953559717,374.467006670351
-757.4248574796582,374.93546768685405
-758.9836111990625,375.628909644291
-760.6058048253809,376.5363965487511
-762.2850363014802,377.6436167896445
-764.014678467892,378.933108842351
-765.787905217184,380.3845366468942
-767.5977184334868,381.9750103197556
-769.4369756108606,383.67944714101117
-771.2984180415033,385.4709671238085
-773.174699462553,387.3213169278168
-775.0584150484324,389.20131543128133
-776.9421306343118,391.0813139347459
-778.8184120553615,392.93166373875414
-780.6798544860042,394.7231837215515
-782.519111663378,396.42762054280706
-784.3289248796808,398.01809421566844
-786.1021516289727,399.4695220202117
-787.8317937953846,400.75901407291815
-789.5110252714838,401.86623431381156
-791.1332188978023,402.77372121827165
-792.6919726172066,403.4671631757086
-794.1811347408931,403.93562419221166
-795.594828226293,404.1717163577054
-796.9274738710748,404.1717163577054
-798.173812331706,403.93562419221166
-799.3289248796808,403.4671631757086
-800.3882528134928,402.7737212182716
-801.3476154497483,401.86623431381156
-802.203226622413,400.75901407291815
-802.95170962508,399.4695220202117
-803.5901105372869,398.01809421566844
-804.1159098822914,396.42762054280706
-804.527032570293,394.7231837215515
-804.8218560878668,392.93166373875414
-804.9992169012805,391.0813139347459
-805.0584150484324,389.20131543128133
-804.9992169012805,387.3213169278168
-804.8218560878668,385.4709671238085
-804.527032570293,383.67944714101117
-804.1159098822914,381.9750103197556
-803.590110537287,380.3845366468942
-802.95170962508,378.93310884235103
-802.203226622413,377.6436167896445
-801.3476154497483,376.5363965487511
-800.3882528134928,375.628909644291
-799.3289248796808,374.93546768685405
-798.173812331706,374.467006670351
-796.9274738710748,374.23091450485725
-795.5948282262931,374.23091450485725
-794.1811347408931,374.467006670351
-792.6919726172066,374.935467686854
-791.1332188978023,375.628909644291
-789.5110252714838,376.5363965487511
-787.8317937953846,377.6436167896445
-786.1021516289727,378.933108842351
-784.3289248796808,380.3845366468942
-782.519111663378,381.9750103197556
-780.6798544860042,383.67944714101117
-778.8184120553615,385.4709671238085
-776.9421306343118,387.3213169278168
